Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000629,,Yes,0,Graduate,No,19958,4211,,240,1.0,Semiurban,Y
LP000630,Male,No,1,Graduate,Yes,14661,225,370.0,360,1.0,Semiurban,Y
LP000631,Female,Yes,1,Graduate,No,5507,8183,373.0,360,1.0,Urban,Y
LP000632,Male,No,0,Graduate,No,3469,4277,433.0,360,1.0,Urban,Y
LP000633,Male,No,0,Graduate,No,11272,1341,112.0,360,1.0,Rural,Y
LP000634,Male,No,1,Graduate,Yes,5324,4036,273.0,360,1.0,Semiurban,Y
LP000635,Male,Yes,1,Graduate,No,3711,8401,274.0,360,1.0,Urban,Y
LP000636,Male,Yes,3+,Not Graduate,No,2729,3727,418.0,360,1.0,Urban,Y
LP000637,Male,Yes,2,Graduate,No,18274,3928,395.0,360,0.0,Rural,N
LP000638,Male,No,3+,Graduate,No,16845,2803,386.0,360,1.0,Semiurban,Y
LP000639,Male,No,1,Graduate,No,5685,9301,152.0,360,1.0,Rural,Y
LP000640,Male,Yes,0,Graduate,No,17511,6558,264.0,360,1.0,Urban,Y
LP000641,Male,No,0,Not Graduate,No,19385,393,,360,0.0,Semiurban,N
LP000642,Male,Yes,2,Graduate,No,2548,6839,209.0,480,1.0,Urban,Y
LP000643,Male,Yes,1,Graduate,Yes,17673,9035,421.0,180,1.0,Semiurban,Y
LP000644,Male,Yes,0,Graduate,No,19270,9716,256.0,360,1.0,Semiurban,Y
LP000645,Female,No,0,Graduate,No,3469,8795,318.0,360,1.0,Urban,Y
LP000646,Male,Yes,3+,Graduate,No,17053,581,243.0,360,1.0,Semiurban,Y
LP000647,Male,No,0,Graduate,No,8320,132,429.0,360,1.0,Semiurban,Y
LP000648,Male,No,0,Graduate,No,16792,2838,452.0,360,0.0,Semiurban,Y
LP000649,Male,No,0,Not Graduate,No,5552,3385,201.0,240,1.0,Rural,Y
LP000650,Male,Yes,0,Graduate,Yes,14109,3770,286.0,240,1.0,Urban,Y
LP000651,Male,Yes,0,Graduate,No,4802,2268,137.0,360,1.0,Semiurban,Y
LP000652,Male,Yes,0,Not Graduate,No,4783,975,,360,,Rural,Y
LP000653,Male,Yes,0,Graduate,No,17885,7605,236.0,480,1.0,Rural,Y
LP000654,Male,Yes,2,Graduate,No,12299,7213,263.0,180,1.0,Rural,Y
LP000655,Male,No,0,Graduate,No,18120,9735,64.0,360,1.0,Semiurban,Y
LP000656,Male,Yes,2,Graduate,No,2622,2835,315.0,360,1.0,Rural,Y
LP000657,Male,Yes,2,Graduate,No,11972,2738,346.0,360,1.0,Semiurban,Y
LP000658,Male,Yes,0,Graduate,No,6227,9549,460.0,480,1.0,Urban,Y
LP000659,Male,Yes,1,Not Graduate,No,16232,4134,493.0,360,1.0,Rural,Y
LP000660,Male,Yes,0,Graduate,No,7458,9508,122.0,180,1.0,Semiurban,Y
LP000661,Female,Yes,2,Graduate,No,3024,6833,101.0,360,0.0,Urban,N
LP000662,Male,No,0,Graduate,No,11579,8353,177.0,360,1.0,Urban,Y
LP000663,Male,Yes,1,Graduate,No,10899,1909,77.0,360,,Rural,Y
LP000664,Male,No,1,Graduate,No,19032,9319,114.0,360,,Urban,Y
LP000665,Male,No,0,Graduate,No,19321,9850,66.0,360,1.0,Urban,Y
LP000666,Male,Yes,0,Not Graduate,Yes,12894,1963,400.0,480,1.0,Semiurban,Y
LP000667,Male,No,1,Graduate,No,6249,5153,477.0,480,1.0,Urban,Y
LP000668,Male,Yes,1,Graduate,No,13853,966,187.0,360,0.0,Rural,N
LP000669,Male,No,0,Graduate,No,16509,889,368.0,360,1.0,Semiurban,Y
LP000670,Male,Yes,1,Graduate,No,13937,3061,278.0,360,1.0,Semiurban,Y
LP000671,Female,No,0,Graduate,No,7836,6461,303.0,360,1.0,Rural,Y
LP000672,Male,No,1,Graduate,No,7051,6166,,180,1.0,Semiurban,Y
LP000673,Male,No,0,Graduate,Yes,5323,6967,480.0,360,1.0,Semiurban,Y
LP000674,Male,No,2,Graduate,No,15416,9858,,360,1.0,Rural,Y
LP000675,Female,Yes,0,Graduate,No,17667,8101,280.0,360,0.0,Semiurban,N
LP000676,Male,Yes,0,Graduate,Yes,11177,7379,290.0,360,1.0,Urban,Y
LP000677,Male,Yes,0,Graduate,No,17368,9633,119.0,360,1.0,Rural,Y
LP000678,Female,Yes,0,Not Graduate,No,10891,7280,153.0,480,1.0,Rural,Y
LP000679,,No,0,Graduate,No,15158,1067,253.0,360,1.0,Rural,Y
LP000680,Female,Yes,0,Graduate,No,12163,4223,102.0,360,1.0,Rural,Y
LP000681,Male,No,2,Graduate,No,4811,9018,477.0,360,1.0,Rural,Y
LP000682,Male,Yes,0,Graduate,No,9725,4607,424.0,360,1.0,Rural,Y
LP000683,Male,No,0,Graduate,No,14065,3985,379.0,480,1.0,Rural,Y
LP000684,Female,Yes,0,Graduate,No,12770,3179,103.0,360,0.0,Urban,N
LP000685,Male,No,0,Graduate,No,16060,4538,325.0,360,1.0,Semiurban,Y
LP000686,Male,,0,Not Graduate,Yes,19488,2362,384.0,180,1.0,Rural,Y
LP000687,Male,Yes,0,Graduate,Yes,18465,2224,80.0,360,1.0,Semiurban,Y
LP000688,Male,Yes,0,Graduate,No,8285,6371,184.0,360,1.0,Urban,Y
LP000689,Male,No,0,Graduate,No,14567,1726,107.0,360,1.0,Urban,Y
LP000690,Male,Yes,0,Not Graduate,No,11240,5791,154.0,360,,Semiurban,Y
LP000691,Male,Yes,1,Graduate,No,16153,8073,315.0,240,1.0,Semiurban,Y
LP000692,Male,Yes,0,Graduate,No,19722,8458,59.0,360,1.0,Rural,Y
LP000693,Male,Yes,0,Graduate,No,6315,7013,302.0,180,1.0,Rural,Y
LP000694,Male,Yes,3+,Graduate,No,19731,837,344.0,180,1.0,Rural,Y
LP000695,Male,Yes,0,Graduate,No,7209,4584,205.0,360,1.0,Rural,Y
LP000696,Male,Yes,1,Not Graduate,No,7007,686,207.0,360,1.0,Semiurban,Y
LP000697,,Yes,0,Graduate,No,9075,356,86.0,360,1.0,Semiurban,Y
LP000698,Male,No,2,Not Graduate,Yes,7273,9063,168.0,180,1.0,Semiurban,Y
LP000699,Male,Yes,2,Graduate,No,14946,4647,116.0,360,1.0,Semiurban,Y
LP000700,Male,No,0,Graduate,No,12964,4418,291.0,360,1.0,Urban,Y
LP000701,Male,Yes,3+,Graduate,Yes,18364,6642,348.0,360,1.0,Semiurban,Y
LP000702,,Yes,0,Graduate,No,5820,3391,262.0,360,1.0,Semiurban,Y
LP000703,Male,Yes,0,Not Graduate,No,13250,4357,357.0,360,1.0,Semiurban,Y
LP000704,Male,,2,Not Graduate,No,7198,4879,150.0,360,1.0,Rural,Y
LP000705,Female,Yes,2,Not Graduate,No,8558,5319,105.0,360,1.0,Semiurban,Y
LP000706,Male,Yes,0,Graduate,No,3226,2739,381.0,360,1.0,Urban,Y
LP000707,Female,Yes,0,Graduate,No,9197,9510,373.0,360,1.0,Semiurban,Y
LP000708,Male,Yes,0,Graduate,No,14410,9727,288.0,360,1.0,Semiurban,Y
LP000709,Male,No,0,Not Graduate,No,11757,4784,442.0,360,1.0,Urban,Y
LP000710,Male,Yes,2,Graduate,No,15463,9964,280.0,360,1.0,Urban,Y
LP000711,,Yes,0,Graduate,No,19166,877,411.0,360,1.0,Semiurban,Y
LP000712,Male,No,0,Graduate,No,3581,2870,430.0,360,1.0,Rural,Y
LP000713,Male,Yes,0,Graduate,No,13276,292,141.0,360,1.0,Semiurban,Y
LP000714,Male,Yes,0,Not Graduate,No,16696,9843,328.0,360,1.0,Rural,Y
LP000715,Female,No,0,Graduate,No,11844,8728,496.0,480,1.0,Rural,Y
LP000716,,Yes,1,Graduate,No,18458,2686,158.0,360,0.0,Urban,N
LP000717,Female,No,3+,Graduate,No,14189,233,366.0,360,1.0,Semiurban,Y
LP000718,Male,No,2,Graduate,No,19831,2374,217.0,360,1.0,Semiurban,Y
LP000719,Male,,0,Graduate,No,7260,2272,349.0,360,1.0,Urban,Y
LP000720,Female,Yes,2,Graduate,No,15936,966,457.0,360,1.0,Semiurban,Y
LP000721,Male,Yes,2,Not Graduate,Yes,2566,889,484.0,360,1.0,Rural,Y
LP000722,Male,,2,Not Graduate,No,3064,3863,491.0,360,1.0,Urban,Y
LP000723,Male,Yes,0,Graduate,No,15893,6154,267.0,480,1.0,Rural,Y
LP000724,Male,No,0,Graduate,No,6170,3400,271.0,360,0.0,Rural,Y
LP000725,Female,Yes,0,Not Graduate,Yes,4751,8226,210.0,360,1.0,Rural,Y
LP000726,Male,Yes,0,Graduate,No,15449,4542,65.0,180,1.0,Urban,Y
LP000727,Male,No,0,Graduate,No,3304,3523,327.0,360,1.0,Rural,Y
LP000728,Male,No,0,Graduate,No,12083,1763,106.0,240,1.0,Semiurban,Y
LP000729,Male,Yes,0,Graduate,No,14724,3291,111.0,360,1.0,Urban,Y
LP000730,Male,Yes,2,Graduate,Yes,8516,2488,412.0,180,1.0,Rural,Y
LP000731,Female,Yes,0,Not Graduate,Yes,15536,1558,376.0,360,0.0,Semiurban,N
LP000732,Male,Yes,0,Graduate,No,14892,4690,,360,1.0,Semiurban,Y
LP000733,Male,Yes,3+,Graduate,No,10438,6121,139.0,360,1.0,Semiurban,Y
LP000734,Male,Yes,3+,Graduate,No,6641,2276,121.0,360,0.0,Urban,N
LP000735,Female,No,2,Graduate,Yes,12046,4439,375.0,360,1.0,Semiurban,Y
LP000736,,Yes,3+,Graduate,No,7835,1103,79.0,360,1.0,Semiurban,Y
LP000737,Female,Yes,0,Graduate,No,7577,7520,408.0,360,1.0,Semiurban,Y
LP000738,Male,Yes,3+,Graduate,No,15747,9611,456.0,360,1.0,Semiurban,Y
LP000739,Male,Yes,0,Graduate,No,8111,5409,337.0,360,1.0,Rural,Y
LP000740,Male,No,0,Not Graduate,No,10589,9670,135.0,360,1.0,Semiurban,Y
LP000741,Male,No,0,Not Graduate,Yes,5392,7869,283.0,360,1.0,Rural,Y
LP000742,Male,No,0,Graduate,Yes,8077,2956,284.0,360,1.0,Rural,Y
LP000743,Male,Yes,0,Graduate,No,9183,7710,362.0,360,1.0,Semiurban,Y
LP000744,Male,Yes,1,Graduate,No,4007,6017,,360,1.0,Urban,Y
LP000745,Female,Yes,2,Graduate,Yes,18835,9574,314.0,360,0.0,Urban,N
LP000746,Male,Yes,1,Graduate,No,4563,3384,336.0,360,1.0,Semiurban,Y
LP000747,Male,Yes,0,Graduate,Yes,4500,9761,376.0,180,1.0,Urban,Y
LP000748,Female,No,2,Graduate,No,18066,28,442.0,360,1.0,Semiurban,Y
LP000749,Male,,1,Not Graduate,No,3794,8897,318.0,360,1.0,Urban,N
LP000750,Male,Yes,0,Not Graduate,No,17596,9212,235.0,180,1.0,Urban,Y
LP000751,Female,Yes,1,Not Graduate,No,6565,9638,180.0,360,1.0,Semiurban,Y
LP000752,Male,Yes,0,Graduate,No,16590,7756,340.0,360,1.0,Rural,Y
LP000753,Male,Yes,0,Graduate,No,19982,6948,,360,1.0,Semiurban,Y
LP000754,Male,No,3+,Graduate,No,11818,5755,369.0,360,1.0,Rural,Y
LP000755,Male,No,0,Graduate,No,10988,3602,400.0,360,1.0,Rural,Y
LP000756,Male,No,0,Graduate,Yes,13741,5062,229.0,360,1.0,Urban,Y
LP000757,Male,Yes,2,Graduate,No,12917,8071,339.0,360,1.0,Urban,Y
LP000758,Female,Yes,1,Graduate,No,18074,7244,426.0,360,1.0,Rural,Y
LP000759,Male,Yes,0,Not Graduate,No,17802,6372,212.0,360,1.0,Rural,Y
LP000760,Male,Yes,0,Graduate,No,17150,7105,320.0,180,0.0,Semiurban,N
LP000761,Male,No,0,Graduate,No,15850,3581,425.0,360,1.0,Rural,Y
LP000762,Male,Yes,1,Graduate,No,4596,2762,,360,1.0,Urban,Y
LP000763,Male,Yes,0,Graduate,No,14301,572,311.0,360,1.0,Urban,Y
LP000764,Male,Yes,0,Graduate,No,19059,7705,414.0,360,1.0,Semiurban,Y
LP000765,Male,Yes,3+,Graduate,No,9669,614,402.0,360,1.0,Semiurban,Y
LP000766,Male,No,0,Graduate,No,15788,4050,337.0,360,1.0,Urban,Y
LP000767,Female,Yes,0,Graduate,Yes,13194,325,485.0,360,1.0,Semiurban,Y
LP000768,Male,Yes,0,Graduate,No,14691,3740,132.0,360,1.0,Urban,Y
LP000769,Female,Yes,1,Graduate,No,13237,358,274.0,360,0.0,Semiurban,N
LP000770,Male,Yes,0,Graduate,Yes,7647,3777,461.0,360,0.0,Rural,N
LP000771,Female,,0,Not Graduate,No,8699,5906,272.0,360,1.0,Rural,Y
LP000772,,No,2,Graduate,No,3046,1721,167.0,360,1.0,Semiurban,Y
LP000773,Male,No,0,Graduate,No,7731,1349,241.0,360,1.0,Semiurban,Y
LP000774,Male,No,0,Graduate,No,10465,3696,128.0,360,0.0,Semiurban,N
LP000775,Male,Yes,0,Not Graduate,No,4540,3896,127.0,360,1.0,Urban,Y
LP000776,Male,No,0,Not Graduate,Yes,4252,4260,196.0,360,1.0,Semiurban,Y
LP000777,Male,Yes,0,Graduate,No,4349,9788,,360,0.0,Urban,N
LP000778,,Yes,0,Graduate,No,5142,9819,431.0,360,1.0,Rural,Y
LP000779,Male,No,0,Not Graduate,No,4100,6941,320.0,360,,Rural,Y
LP000780,Male,Yes,0,Graduate,Yes,16451,3808,439.0,360,1.0,Semiurban,Y
LP000781,Male,No,2,Graduate,No,14297,5246,,360,0.0,Rural,Y
LP000782,Male,Yes,3+,Graduate,No,19502,8384,122.0,360,1.0,Urban,Y
LP000783,Male,Yes,2,Not Graduate,No,3632,3845,406.0,360,1.0,Semiurban,Y
LP000784,Male,No,2,Not Graduate,No,7991,2577,403.0,360,1.0,Semiurban,Y
LP000785,,No,0,Graduate,No,8295,91,471.0,360,1.0,Semiurban,Y
LP000786,Male,Yes,3+,Graduate,No,13031,4234,75.0,120,1.0,Urban,Y
LP000787,Male,Yes,0,Graduate,No,13431,8672,259.0,360,1.0,Rural,Y
LP000788,Male,Yes,3+,Graduate,No,10133,6592,141.0,360,,Rural,N
LP000789,Female,Yes,3+,Not Graduate,No,7509,8128,174.0,360,1.0,Rural,Y
LP000790,Male,Yes,1,Graduate,Yes,4613,1075,484.0,360,0.0,Rural,N
LP000791,Male,No,3+,Graduate,No,3544,2513,122.0,360,1.0,Rural,Y
LP000792,,Yes,0,Graduate,Yes,16423,8168,172.0,360,1.0,Urban,Y
LP000793,Male,No,0,Graduate,No,4931,6861,358.0,180,1.0,Urban,Y
LP000794,Male,Yes,0,Graduate,No,16426,8990,233.0,360,1.0,Semiurban,Y
LP000795,Female,,1,Graduate,No,4082,604,236.0,360,1.0,Urban,Y
LP000796,Female,No,0,Graduate,No,16874,2979,247.0,360,1.0,Semiurban,Y
LP000797,Male,Yes,1,Graduate,No,3808,7140,127.0,360,1.0,Semiurban,Y
LP000798,Male,Yes,3+,Graduate,Yes,11293,7065,397.0,360,1.0,Semiurban,Y
LP000799,Female,Yes,0,Graduate,No,4120,4916,235.0,360,,Urban,N
LP000800,Male,No,2,Graduate,Yes,7266,6800,,480,1.0,Rural,Y
LP000801,Male,No,3+,Not Graduate,Yes,7692,597,302.0,360,1.0,Urban,Y
LP000802,Male,Yes,3+,Not Graduate,No,9122,9724,62.0,360,1.0,Semiurban,Y
LP000803,Male,Yes,3+,Not Graduate,No,8593,7320,348.0,360,1.0,Rural,Y
LP000804,Male,Yes,0,Graduate,No,18984,8705,125.0,360,,Rural,Y
LP000805,Male,No,3+,Not Graduate,No,2737,5622,100.0,360,1.0,Semiurban,Y
LP000806,Female,No,2,Graduate,Yes,13610,1877,324.0,360,1.0,Urban,Y
LP000807,Female,Yes,0,Graduate,No,8573,1699,198.0,360,0.0,Semiurban,N
LP000808,Male,Yes,0,Graduate,No,5042,9221,268.0,360,,Urban,Y
LP000809,Male,Yes,1,Graduate,No,17782,5780,171.0,360,1.0,Urban,Y
LP000810,,No,0,Graduate,No,12695,716,260.0,360,1.0,Semiurban,Y
LP000811,Female,No,1,Graduate,No,4037,4086,329.0,360,1.0,Urban,Y
LP000812,Male,Yes,1,Graduate,Yes,19638,665,75.0,360,1.0,Semiurban,Y
LP000813,Female,Yes,0,Graduate,No,14060,7846,222.0,360,1.0,Semiurban,Y
LP000814,Female,Yes,0,Graduate,No,15934,6611,205.0,360,0.0,Rural,N
LP000815,Male,No,2,Graduate,No,9896,1079,287.0,360,1.0,Rural,Y
LP000816,Male,Yes,0,Graduate,No,19424,8419,425.0,360,1.0,Semiurban,Y
LP000817,Male,No,0,Not Graduate,No,7631,8340,131.0,360,0.0,Urban,N
LP000818,Male,Yes,0,Not Graduate,No,11197,1069,405.0,360,1.0,Urban,Y
LP000819,Male,Yes,0,Graduate,No,12771,5263,462.0,360,1.0,Urban,Y
LP000820,Female,Yes,3+,Graduate,No,5645,7951,322.0,360,1.0,Semiurban,Y
LP000821,Male,Yes,0,Graduate,No,15600,1363,,360,1.0,Semiurban,Y
LP000822,Male,Yes,1,Not Graduate,No,6567,4508,,360,1.0,Semiurban,Y
LP000823,Male,No,0,Graduate,No,6695,1755,110.0,360,1.0,Semiurban,Y
LP000824,Male,Yes,0,Graduate,No,11744,519,172.0,480,1.0,Urban,Y
LP000825,Female,Yes,2,Graduate,No,9781,5463,398.0,360,1.0,Semiurban,Y
LP000826,Male,,1,Graduate,No,5009,7233,245.0,480,0.0,Semiurban,N
LP000827,Male,No,0,Graduate,No,18002,1102,379.0,360,1.0,Semiurban,Y
LP000828,Male,No,0,Not Graduate,No,9033,597,458.0,360,1.0,Semiurban,Y
LP000829,Male,Yes,0,Graduate,No,19565,3273,372.0,360,1.0,Semiurban,Y
LP000830,Male,,0,Graduate,No,17170,5781,160.0,360,1.0,Semiurban,Y
LP000831,Male,Yes,1,Not Graduate,No,6432,6256,307.0,360,1.0,Semiurban,Y
LP000832,Male,Yes,0,Not Graduate,No,17095,7258,138.0,360,1.0,Urban,Y
LP000833,Male,No,0,Graduate,No,15541,8780,482.0,180,1.0,Urban,Y
LP000834,Male,No,0,Graduate,No,8060,6554,,360,1.0,Semiurban,Y
LP000835,Male,No,3+,Graduate,Yes,6516,9599,331.0,360,1.0,Urban,Y
LP000836,Female,Yes,3+,Not Graduate,No,3219,8002,249.0,360,1.0,Semiurban,Y
LP000837,Male,Yes,0,Graduate,No,2574,4846,148.0,360,1.0,Rural,Y
LP000838,Male,No,2,Not Graduate,Yes,15661,9821,76.0,360,1.0,Rural,Y
LP000839,Male,Yes,0,Graduate,No,4649,9186,138.0,360,1.0,Rural,Y
LP000840,Male,Yes,0,Graduate,No,16533,4798,195.0,360,1.0,Urban,Y
LP000841,Male,Yes,2,Graduate,No,6707,6605,231.0,480,1.0,Rural,Y
LP000842,,Yes,3+,Graduate,No,17543,2986,306.0,360,1.0,Semiurban,Y
LP000843,Female,Yes,3+,Graduate,Yes,11578,400,238.0,480,0.0,Semiurban,N
LP000844,Male,No,1,Graduate,No,14225,2855,289.0,180,0.0,Urban,N
LP000845,Male,Yes,0,Graduate,No,6436,3412,408.0,360,0.0,Rural,N
LP000846,Male,Yes,2,Not Graduate,No,11807,56,436.0,360,1.0,Urban,Y
LP000847,Female,Yes,0,Graduate,No,19959,8022,245.0,360,1.0,Rural,Y
LP000848,,No,0,Graduate,No,7115,1875,346.0,360,1.0,Urban,Y
LP000849,Male,Yes,0,Graduate,Yes,9765,4543,214.0,180,0.0,Semiurban,N
LP000850,Male,Yes,1,Graduate,No,12616,4298,356.0,360,,Semiurban,Y
LP000851,Male,No,0,Graduate,No,18233,3768,320.0,360,1.0,Urban,Y
LP000852,Male,No,0,Graduate,No,16392,5752,57.0,360,1.0,Urban,Y
LP000853,Female,No,3+,Not Graduate,No,7152,4833,87.0,360,1.0,Semiurban,Y
LP000854,Male,No,0,Graduate,No,12973,1353,163.0,360,1.0,Urban,Y
LP000855,Male,Yes,0,Graduate,No,11747,4987,,360,1.0,Semiurban,Y
LP000856,Male,No,0,Graduate,No,19425,6597,105.0,360,1.0,Semiurban,Y
LP000857,Male,Yes,0,Graduate,No,4661,4311,480.0,360,1.0,Rural,Y
LP000858,Male,No,0,Graduate,No,17088,2934,408.0,360,1.0,Semiurban,Y
LP000859,Male,No,0,Not Graduate,No,14561,22,187.0,360,1.0,Urban,Y
LP000860,,No,2,Not Graduate,No,8541,1209,151.0,360,0.0,Urban,N
LP000861,Male,No,0,Graduate,No,15173,8940,383.0,360,1.0,Urban,Y
LP000862,Male,Yes,3+,Graduate,Yes,4060,804,226.0,360,1.0,Rural,Y
LP000863,Male,Yes,1,Graduate,No,14454,8325,218.0,180,1.0,Rural,Y
LP000864,Male,No,0,Graduate,No,17578,4416,388.0,360,1.0,Semiurban,Y
LP000865,Male,No,1,Graduate,No,7919,8625,335.0,360,1.0,Urban,Y
LP000866,Male,Yes,0,Graduate,No,5222,5141,310.0,360,1.0,Rural,Y
LP000867,Male,Yes,2,Graduate,No,13050,4968,424.0,360,1.0,Rural,Y
LP000868,Female,Yes,0,Graduate,No,19354,3671,272.0,360,1.0,Rural,Y
LP000869,Female,No,0,Graduate,No,3968,7292,248.0,360,1.0,Rural,Y
LP000870,Male,No,2,Graduate,No,3308,7001,260.0,360,1.0,Semiurban,Y
LP000871,Male,Yes,3+,Graduate,Yes,9219,2098,336.0,360,1.0,Urban,Y
LP000872,Male,Yes,2,Graduate,No,18863,8444,229.0,360,1.0,Semiurban,Y
LP000873,Male,No,0,Not Graduate,No,13091,5061,299.0,360,1.0,Semiurban,Y
LP000874,Male,No,2,Graduate,No,7573,9321,280.0,360,,Semiurban,Y
LP000875,Male,Yes,0,Graduate,No,10512,3264,72.0,360,1.0,Semiurban,Y
LP000876,Male,Yes,0,Graduate,No,16392,5435,97.0,360,,Urban,Y
LP000877,Male,Yes,0,Not Graduate,No,10749,8493,158.0,360,1.0,Semiurban,Y
LP000878,,Yes,1,Graduate,No,17647,6691,345.0,360,1.0,Semiurban,Y
LP000879,Male,Yes,0,Graduate,No,3267,2763,55.0,360,,Urban,Y
LP000880,Male,No,0,Graduate,No,6395,4005,87.0,360,1.0,Semiurban,Y
LP000881,Male,No,2,Graduate,No,12700,3241,218.0,360,1.0,Rural,Y
LP000882,Male,Yes,0,Not Graduate,No,9829,3057,405.0,360,0.0,Rural,N
LP000883,Male,No,0,Graduate,No,17832,550,332.0,360,1.0,Semiurban,Y
LP000884,Male,Yes,0,Not Graduate,Yes,17121,5574,252.0,360,1.0,Semiurban,Y
LP000885,Male,Yes,3+,Not Graduate,No,13834,5411,374.0,240,1.0,Urban,Y
LP000886,Male,Yes,0,Not Graduate,No,3385,1587,362.0,180,1.0,Semiurban,Y
LP000887,Male,Yes,0,Graduate,No,10234,5920,322.0,360,1.0,Semiurban,Y
LP000888,Male,No,2,Graduate,Yes,6406,5260,,360,1.0,Semiurban,Y
LP000889,Male,No,2,Graduate,No,6992,4409,376.0,480,1.0,Rural,Y
LP000890,Male,Yes,0,Graduate,No,12230,5783,96.0,360,1.0,Semiurban,Y
LP000891,Female,Yes,1,Graduate,Yes,4573,712,298.0,360,1.0,Urban,Y
LP000892,Female,No,2,Graduate,No,19196,5406,128.0,360,1.0,Urban,Y
LP000893,Male,Yes,1,Graduate,No,8769,7990,159.0,360,,Semiurban,Y
LP000894,Male,Yes,0,Graduate,No,19694,7420,62.0,360,1.0,Semiurban,Y
LP000895,Male,No,2,Not Graduate,Yes,9341,6843,444.0,360,1.0,Rural,Y
LP000896,,Yes,0,Graduate,No,13455,2433,429.0,480,1.0,Semiurban,Y
LP000897,Female,Yes,0,Not Graduate,No,4532,3301,,360,1.0,Semiurban,Y
LP000898,Male,Yes,0,Graduate,Yes,12199,270,139.0,360,0.0,Semiurban,N
LP000899,Male,No,0,Not Graduate,No,15237,9986,391.0,180,1.0,Semiurban,Y
LP000900,Male,Yes,0,Graduate,Yes,13262,1079,397.0,360,1.0,Semiurban,Y
LP000901,Male,Yes,2,Graduate,No,9629,5322,329.0,360,1.0,Semiurban,Y
LP000902,Male,No,0,Not Graduate,Yes,11288,8795,270.0,120,1.0,Semiurban,Y
LP000903,Male,Yes,0,Graduate,No,4647,5257,122.0,360,1.0,Urban,Y
LP000904,Male,No,0,Not Graduate,No,3115,7982,283.0,360,1.0,Rural,Y
LP000905,Female,Yes,0,Graduate,No,3447,9777,309.0,480,1.0,Semiurban,Y
LP000906,Female,,3+,Graduate,No,8177,6214,162.0,360,0.0,Urban,N
LP000907,Male,Yes,0,Graduate,No,10366,5006,95.0,360,,Urban,Y
LP000908,Male,Yes,0,Graduate,No,4513,3985,323.0,360,1.0,Urban,Y
LP000909,Male,Yes,0,Graduate,No,19374,9587,92.0,360,0.0,Semiurban,N
LP000910,,Yes,0,Graduate,No,7487,8791,257.0,180,1.0,Urban,Y
LP000911,Male,No,0,Graduate,No,11233,8705,466.0,360,,Urban,Y
LP000912,Male,No,1,Graduate,No,11979,5991,398.0,360,1.0,Semiurban,Y
LP000913,Male,,3+,Not Graduate,No,12325,6227,152.0,360,0.0,Semiurban,N
LP000914,Male,Yes,0,Not Graduate,No,5426,9258,173.0,360,1.0,Urban,Y
LP000915,Male,No,1,Graduate,No,9782,7833,59.0,360,1.0,Semiurban,Y
LP000916,Male,No,2,Graduate,No,18135,2886,378.0,360,1.0,Rural,Y
LP000917,Female,Yes,2,Graduate,No,18347,2653,236.0,360,1.0,Rural,Y
LP000918,Male,Yes,0,Graduate,No,11990,9280,80.0,360,1.0,Semiurban,Y
LP000919,Male,Yes,0,Not Graduate,No,9486,4864,205.0,360,1.0,Urban,Y
LP000920,Female,No,0,Not Graduate,No,9362,2514,109.0,360,1.0,Rural,Y
LP000921,Male,Yes,1,Graduate,No,14659,3969,,120,0.0,Semiurban,Y
LP000922,Female,Yes,2,Not Graduate,No,6923,3284,436.0,360,1.0,Urban,Y
LP000923,Male,,0,Graduate,No,12950,7740,423.0,360,0.0,Rural,N
LP000924,Male,No,0,Not Graduate,Yes,10659,4566,488.0,360,1.0,Semiurban,Y
LP000925,Male,Yes,3+,Graduate,No,4573,2196,319.0,360,1.0,Rural,Y
LP000926,Male,Yes,2,Graduate,No,19585,789,491.0,360,1.0,Rural,Y
LP000927,Male,Yes,3+,Graduate,No,12611,3475,266.0,360,1.0,Semiurban,Y
LP000928,Male,Yes,2,Graduate,No,9325,9856,448.0,360,0.0,Rural,N
LP000929,Male,Yes,0,Graduate,No,13152,1309,51.0,360,1.0,Semiurban,Y
LP000930,Male,Yes,1,Not Graduate,No,14954,864,73.0,360,1.0,Semiurban,Y
LP000931,Female,Yes,1,Graduate,No,10468,5389,,480,1.0,Rural,Y
LP000932,Female,Yes,0,Graduate,No,15016,3363,369.0,360,1.0,Semiurban,Y
LP000933,Male,Yes,0,Graduate,No,16790,8215,248.0,360,1.0,Rural,Y
LP000934,Male,No,1,Graduate,No,10276,3003,,360,1.0,Rural,Y
LP000935,Male,No,0,Graduate,No,11058,8502,163.0,360,1.0,Rural,Y
LP000936,Male,Yes,2,Graduate,No,11219,1231,329.0,360,1.0,Semiurban,Y
LP000937,Female,No,1,Graduate,No,7386,7959,204.0,360,1.0,Semiurban,Y
LP000938,Male,Yes,3+,Graduate,No,7119,2711,214.0,480,1.0,Urban,Y
LP000939,Male,Yes,0,Graduate,No,16456,6581,271.0,360,1.0,Semiurban,Y
LP000940,Male,Yes,0,Graduate,No,12845,7705,140.0,360,1.0,Urban,Y
LP000941,Male,Yes,1,Not Graduate,No,9375,421,216.0,360,1.0,Urban,Y
LP000942,Male,No,0,Graduate,No,12600,9965,496.0,360,1.0,Urban,Y
